,openTime,open,high,low,close,volume
62,2025-05-13 14:00:00+00:00,2548.59,2555.88,2525.5,2543.53,447180.06
63,2025-05-13 15:00:00+00:00,2543.53,2573.0,2538.3,2564.89,388136.381
64,2025-05-13 16:00:00+00:00,2564.88,2600.0,2558.61,2596.85,561794.296
65,2025-05-13 17:00:00+00:00,2596.85,2622.0,2589.02,2609.6,536766.909
66,2025-05-13 18:00:00+00:00,2609.61,2671.6,2604.81,2668.83,586548.656
67,2025-05-13 19:00:00+00:00,2668.82,2738.62,2652.43,2690.02,1084152.661
68,2025-05-13 20:00:00+00:00,2690.02,2696.63,2653.0,2688.67,540298.002
69,2025-05-13 21:00:00+00:00,2688.67,2692.0,2668.6,2689.97,204166.184
70,2025-05-13 22:00:00+00:00,2689.97,2706.98,2674.55,2678.88,260983.659
71,2025-05-13 23:00:00+00:00,2678.9,2685.9,2656.0,2678.59,230713.28
72,2025-05-14 00:00:00+00:00,2678.58,2699.99,2671.23,2694.93,247352.689
73,2025-05-14 01:00:00+00:00,2694.96,2724.96,2664.24,2670.5,561935.745
74,2025-05-14 02:00:00+00:00,2670.5,2671.24,2620.8,2637.17,629164.174
75,2025-05-14 03:00:00+00:00,2637.17,2646.85,2623.01,2645.78,202801.375
76,2025-05-14 04:00:00+00:00,2645.79,2673.87,2635.06,2673.4,219481.281
77,2025-05-14 05:00:00+00:00,2673.48,2686.61,2662.0,2672.1,211522.181
78,2025-05-14 06:00:00+00:00,2672.1,2676.74,2658.68,2672.65,116076.464
79,2025-05-14 07:00:00+00:00,2672.65,2673.29,2638.0,2639.14,260141.67
80,2025-05-14 08:00:00+00:00,2639.15,2644.71,2586.0,2596.41,521006.976
81,2025-05-14 09:00:00+00:00,2596.4,2609.11,2575.0,2606.53,382755.008
82,2025-05-14 10:00:00+00:00,2606.52,2615.92,2587.63,2594.78,282153.217
83,2025-05-14 11:00:00+00:00,2594.79,2634.64,2594.78,2624.16,321909.784
84,2025-05-14 12:00:00+00:00,2624.16,2634.52,2603.0,2611.8,232341.109
85,2025-05-14 13:00:00+00:00,2611.81,2626.25,2576.3,2605.1,438736.612
86,2025-05-14 14:00:00+00:00,2605.11,2605.39,2557.0,2582.34,513668.047
87,2025-05-14 15:00:00+00:00,2582.34,2600.0,2559.34,2596.28,311115.149
88,2025-05-14 16:00:00+00:00,2596.28,2598.76,2577.33,2588.9,259482.106
89,2025-05-14 17:00:00+00:00,2588.9,2591.4,2545.0,2589.03,345282.892
90,2025-05-14 18:00:00+00:00,2589.02,2613.5,2578.54,2612.49,268355.435
91,2025-05-14 19:00:00+00:00,2612.48,2616.82,2597.42,2603.85,176140.254
92,2025-05-14 20:00:00+00:00,2603.86,2609.99,2596.27,2599.34,85687.303
93,2025-05-14 21:00:00+00:00,2599.34,2609.71,2582.31,2605.38,127208.963
94,2025-05-14 22:00:00+00:00,2605.38,2606.88,2585.63,2594.83,81633.431
95,2025-05-14 23:00:00+00:00,2594.84,2612.88,2582.65,2608.74,118326.286
